template	NADA	0	2
0.000000	0.620000	--undefined--	--undefined--	--undefined--	-289.487457	-300.000000	41.713692	0.000000	0.620000	-300.000000	-300.000000	-300.000000	-300.000000	41.713692	0	0	0	0	0	0	sil	spn	^	"E	1	.	28.692873	28.692873	28.692873	28.692873	None	None	-1	0	
0.620000	0.765625	516.907349	516.907349	516.907349	41.714363	39.071129	44.507652	0.620000	0.765625	41.713692	40.572235	44.016300	41.214520	39.968353	0	0	0	0	0	0	spn	l	sil	"E	1	XXNONVERBALXX	25.755070	32.592705	25.755070	32.592705	None	None	-1	0	
0.765625	0.815625	91.445389	91.445389	91.445389	45.523834	39.968353	51.344368	0.765625	0.815625	39.968353	42.312431	46.034321	49.047836	51.344368	0	0	0	0	0	0	l	"E	spn	"E	1	let	30.337154	34.720158	29.412073	31.351812	sad-55	None	-3	0	None
0.815625	0.865625	--undefined--	--undefined--	--undefined--	50.540756	46.315186	51.801498	0.815625	0.865625	51.344368	51.801498	51.661282	50.362988	46.315186	0	0	0	0	0	0	"E	t	l	"E	2	let	30.337154	34.720158	30.129057	34.720158	sad-55	None	-2	0	None
0.865625	0.915625	--undefined--	--undefined--	--undefined--	43.863483	42.261559	46.315186	0.865625	0.915625	46.315186	44.539215	42.261559	43.360672	44.183907	0	0	0	0	0	0	t	g	"E	"oU	3	let	30.337154	34.720158	32.746052	33.450436	sad-55	None	-1	0	None
0.915625	0.975625	--undefined--	--undefined--	--undefined--	47.547798	43.614162	56.501266	0.915625	0.975625	44.183907	44.168415	43.614162	53.541790	56.501266	0	0	0	0	0	0	g	"oU	t	"oU	1	go	38.931747	44.117210	40.994156	44.117210	sad-55	None	-2	0	None
0.975625	1.115625	--undefined--	--undefined--	--undefined--	56.802422	53.049927	60.311504	0.975625	1.115625	56.501266	60.153194	57.553730	54.886375	53.051487	0	0	0	0	0	0	"oU	"V	g	"oU	2	go	38.931747	44.117210	38.764793	44.117210	sad-55	None	-1	0	None
1.115625	1.145625	--undefined--	--undefined--	--undefined--	52.652920	50.767078	53.660603	1.115625	1.145625	53.051487	53.132511	53.660603	53.660603	50.767078	0	0	0	0	0	0	"V	v	"oU	"V	1	of	32.476955	35.854477	33.600246	34.091839	sad-55	None	-2	0	None
1.145625	1.235625	--undefined--	--undefined--	--undefined--	45.722450	42.645645	50.767078	1.145625	1.235625	50.767078	46.719032	44.001503	43.470734	44.991966	0	0	0	0	0	0	v	I	"V	I	2	of	32.476955	35.854477	32.319035	35.854477	sad-55	None	-1	0	None
1.235625	1.275625	--undefined--	--undefined--	--undefined--	44.511604	41.669903	45.651314	1.235625	1.275625	44.991966	45.651314	44.680115	41.669903	45.564709	0	0	0	0	0	0	I	t	v	I	1	it	24.592110	34.868172	21.371979	33.832203	sad-55	None	-2	0	None
1.275625	1.355625	521.629028	521.629028	521.629028	45.994820	41.640099	48.794495	1.275625	1.355625	45.564709	48.675842	46.038456	44.917671	41.640099	0	0	0	0	0	0	t	b	I	"A	2	it	24.592110	34.868172	27.812243	34.868172	sad-55	None	-1	0	None
